locality,bhk,area_sqft,furnishing,floor,total_floors,building_age_yrs,tenant_preferred,gym,swimming_pool,power_backup,lift,security,parking,club_house,dist_metro_km,dist_techpark_km,monthly_rent
Bellandur,1,536,Unfurnished,2,5,3,Any,1,1,1,1,0,0,0,3.9,0.7,13500
BTM Layout,3,1567,Fully Furnished,1,3,6,Family,1,0,1,0,0,0,0,1.7,2.7,45000
HSR Layout,1,483,Semi-Furnished,7,7,1,Any,0,1,0,0,0,0,0,2.4,1.7,28000
BTM Layout,3,923,Unfurnished,1,5,15,Any,0,0,1,0,0,0,0,1.9,2.9,37000
Mahadevapura,2,897,Unfurnished,13,20,3,Family,0,0,0,1,0,0,0,2.7,1.5,18000
Sarjapur Road,1,674,Fully Furnished,0,7,20,Family,0,0,1,0,0,0,0,4.3,1.4,15500
Jayanagar,3,1101,Fully Furnished,7,15,10,Family,1,0,1,0,1,1,0,1.5,4.9,59500
Jayanagar,1,473,Unfurnished,0,3,1,Any,0,1,1,0,0,0,0,1.9,4.6,19500
Indiranagar,3,1513,Unfurnished,1,3,10,Bachelor,1,0,0,1,1,0,0,0.8,3.2,70000
Sarjapur Road,1,608,Unfurnished,14,20,15,Bachelor,1,0,1,0,0,0,0,4.0,1.0,15500
Mahadevapura,3,1465,Unfurnished,8,10,6,Any,1,1,0,0,1,0,1,2.9,1.8,27000
HSR Layout,1,493,Unfurnished,6,10,15,Family,0,0,0,1,0,0,0,2.1,1.6,15000
Koramangala,2,982,Semi-Furnished,3,10,3,Any,1,0,0,1,1,1,1,1.3,1.8,46500
Indiranagar,3,1307,Unfurnished,3,3,3,Any,1,1,1,0,1,1,0,1.9,4.0,71500
Begur,3,1026,Semi-Furnished,3,7,20,Bachelor,1,0,1,0,0,0,0,5.3,3.9,17500
HSR Layout,3,1480,Unfurnished,2,5,20,Any,0,0,1,1,1,1,0,2.7,1.9,35000
Mahadevapura,3,1099,Fully Furnished,7,15,1,Any,0,0,1,1,1,0,0,2.7,1.6,38000
Whitefield,3,1238,Fully Furnished,3,5,15,Family,0,0,1,1,1,1,0,4.4,0.3,53000
JP Nagar,1,803,Semi-Furnished,5,10,10,Bachelor,0,0,1,1,0,0,0,3.4,5.8,16500
Jayanagar,2,998,Semi-Furnished,1,7,15,Bachelor,0,0,0,1,1,0,0,1.6,5.2,27000
Indiranagar,2,986,Semi-Furnished,1,7,10,Family,0,1,1,1,1,0,0,0.5,3.1,47000
Whitefield,2,1052,Semi-Furnished,9,10,6,Any,1,0,0,0,1,1,0,4.5,0.3,28000
Mahadevapura,2,795,Fully Furnished,7,15,6,Family,0,0,1,0,0,1,1,3.2,1.8,31500
Whitefield,2,1020,Semi-Furnished,4,10,10,Any,0,1,1,0,0,0,1,4.8,0.2,27500
Marathahalli,1,560,Fully Furnished,2,5,6,Bachelor,0,1,1,1,1,0,1,3.1,0.2,21500
Koramangala,2,944,Fully Furnished,6,7,15,Family,0,0,1,1,0,0,1,1.3,2.3,52000
Begur,1,635,Semi-Furnished,1,7,6,Any,0,0,0,0,0,0,0,5.0,4.4,11000
Mahadevapura,2,982,Semi-Furnished,0,10,6,Any,0,0,1,0,1,0,1,3.5,1.4,19000
HSR Layout,2,894,Unfurnished,1,7,6,Bachelor,1,0,1,0,0,1,0,2.3,1.5,26000
Begur,3,1341,Unfurnished,12,20,3,Family,0,1,0,0,0,0,0,5.2,3.3,20000
Whitefield,2,1082,Semi-Furnished,0,3,3,Family,1,0,1,0,0,0,0,4.7,0.2,36000
Whitefield,2,880,Unfurnished,6,7,6,Family,1,0,1,0,1,0,0,4.5,1.2,20500
Bellandur,1,586,Fully Furnished,1,10,6,Family,0,1,1,1,0,0,0,4.4,1.3,20500
Electronic City,2,977,Unfurnished,15,15,3,Bachelor,1,0,0,1,0,0,0,5.3,0.3,13000
Sarjapur Road,1,535,Semi-Furnished,1,5,6,Any,1,1,0,0,0,1,0,4.4,0.9,21000
Indiranagar,2,839,Semi-Furnished,4,7,10,Bachelor,0,0,1,0,1,1,1,1.2,4.4,51500
BTM Layout,2,921,Semi-Furnished,5,15,10,Any,0,0,1,0,1,1,0,2.0,2.0,29500
Bannerghatta Rd,1,456,Semi-Furnished,4,7,10,Any,1,0,1,0,0,1,0,4.1,5.4,10500
Vasanth Nagar,2,976,Fully Furnished,1,5,3,Bachelor,0,0,1,1,0,0,1,1.0,3.7,66000
BTM Layout,3,1221,Semi-Furnished,19,20,1,Any,1,0,0,1,0,0,0,2.2,0.8,38000
Banashankari,3,1253,Semi-Furnished,5,15,10,Bachelor,1,1,1,0,0,0,1,3.2,5.7,26500
Banashankari,2,787,Unfurnished,3,5,6,Any,0,0,1,1,1,0,1,3.6,5.9,17000
Whitefield,1,468,Semi-Furnished,4,10,10,Family,0,0,0,0,1,0,0,5.2,0.4,15500
Bannerghatta Rd,1,437,Fully Furnished,0,10,10,Family,0,0,0,0,1,1,1,4.6,4.0,17500
HSR Layout,2,965,Semi-Furnished,2,5,10,Any,1,1,1,1,1,1,0,2.2,1.7,37000
Indiranagar,3,1165,Fully Furnished,10,10,3,Bachelor,1,0,1,1,0,1,0,1.3,3.8,103500
Jayanagar,1,568,Semi-Furnished,1,3,6,Any,1,0,0,1,1,0,0,1.2,5.3,25000
Hennur,3,1699,Unfurnished,3,3,6,Any,0,0,0,0,1,1,0,5.0,7.8,18500
Whitefield,1,544,Unfurnished,5,5,6,Family,0,0,1,0,1,1,0,4.6,0.4,15500
HSR Layout,3,1343,Semi-Furnished,13,15,20,Bachelor,0,0,0,0,1,0,1,2.8,1.6,45500
Electronic City,2,861,Semi-Furnished,5,10,6,Family,1,0,0,0,0,0,1,4.9,0.9,19000
Hennur,3,1341,Fully Furnished,0,5,15,Bachelor,0,0,1,1,1,0,0,3.9,6.4,22500
Electronic City,2,831,Unfurnished,1,5,15,Any,0,0,1,0,1,0,0,5.6,0.2,12000
Bannerghatta Rd,2,858,Semi-Furnished,3,3,1,Family,0,0,0,1,0,0,0,4.0,4.2,16500
HSR Layout,1,562,Semi-Furnished,6,7,3,Bachelor,1,0,1,1,1,1,0,2.8,1.2,21500
Bellandur,1,579,Semi-Furnished,0,5,3,Any,1,0,0,1,0,1,0,3.9,0.2,16000
Banashankari,3,1343,Unfurnished,0,5,3,Family,0,0,1,0,0,1,0,4.0,6.3,24000
Electronic City,3,1329,Unfurnished,1,7,1,Any,1,0,1,0,1,0,0,5.2,0.2,19500
Bellandur,3,1472,Unfurnished,4,5,10,Bachelor,0,0,1,0,0,1,0,3.9,0.2,38000
Mahadevapura,2,855,Unfurnished,11,15,20,Any,0,0,1,1,0,0,0,3.3,2.3,16000
Sarjapur Road,3,1259,Unfurnished,4,7,10,Family,0,0,1,1,1,1,0,4.0,1.4,35000
Jayanagar,1,679,Unfurnished,6,7,15,Family,1,0,1,0,0,1,0,1.2,5.5,19000
Marathahalli,2,878,Semi-Furnished,3,5,10,Bachelor,0,0,1,0,1,1,0,4.0,0.8,26000
Attibele,2,907,Semi-Furnished,5,7,6,Family,0,0,0,0,0,0,0,7.4,2.7,14000
Bannerghatta Rd,2,1043,Fully Furnished,2,3,10,Any,0,0,0,0,0,0,0,4.1,4.8,17000
Koramangala,2,960,Unfurnished,0,5,6,Family,0,0,1,1,0,1,0,0.8,1.5,39000
Sadashivanagar,1,567,Semi-Furnished,20,20,20,Any,1,0,0,0,1,1,0,4.1,6.8,33500
Indiranagar,2,712,Semi-Furnished,0,5,6,Bachelor,0,0,1,1,1,1,0,0.5,3.6,45000
Bellandur,3,1284,Unfurnished,2,7,10,Family,0,0,1,1,1,0,0,3.3,1.0,32500
Electronic City,2,1092,Fully Furnished,4,5,6,Family,0,0,0,0,0,0,0,5.5,0.7,22000
Vasanth Nagar,1,396,Unfurnished,3,7,10,Bachelor,1,0,1,1,0,1,1,0.9,3.0,28500
Marathahalli,1,545,Fully Furnished,3,3,3,Bachelor,1,0,1,0,0,1,1,3.5,0.2,22500
Electronic City,1,504,Fully Furnished,5,15,10,Family,0,0,0,0,0,0,0,5.6,0.4,11500
Bellandur,2,966,Semi-Furnished,3,3,10,Any,0,1,1,0,1,1,0,3.9,0.7,24000
Marathahalli,2,827,Semi-Furnished,2,7,15,Family,0,1,0,1,0,1,0,3.5,0.3,23500
Whitefield,2,998,Semi-Furnished,5,7,15,Bachelor,0,1,0,0,0,0,1,4.4,0.3,29500
Marathahalli,2,988,Semi-Furnished,0,3,15,Bachelor,1,0,1,0,1,0,0,3.2,2.1,24000
HSR Layout,2,1000,Semi-Furnished,2,3,15,Family,0,0,0,1,0,0,1,2.3,2.3,34500
Marathahalli,3,1354,Unfurnished,13,20,15,Any,0,0,1,0,0,1,1,3.5,1.4,31000
Sarjapur Road,1,410,Unfurnished,3,7,6,Family,1,1,1,1,1,1,1,4.1,1.9,18000
Hennur,2,785,Semi-Furnished,3,7,10,Family,0,0,0,0,0,0,0,4.8,7.6,13500
Whitefield,3,1460,Semi-Furnished,0,5,6,Family,1,1,1,0,0,1,0,4.1,1.3,34500
Mahadevapura,1,603,Fully Furnished,0,5,15,Bachelor,0,0,1,1,1,0,0,3.7,1.6,18500
Sadashivanagar,1,656,Unfurnished,2,5,15,Bachelor,1,0,1,1,1,1,0,3.2,6.5,29500
Banashankari,3,1189,Fully Furnished,8,15,1,Any,0,0,0,1,0,0,0,3.6,6.6,40000
Koramangala,2,1034,Unfurnished,2,5,3,Family,0,1,0,1,1,1,1,1.4,2.0,38500
HSR Layout,2,868,Semi-Furnished,5,5,10,Family,0,1,1,0,0,1,0,2.6,1.4,29500
Bellandur,1,502,Semi-Furnished,10,10,3,Any,0,0,1,0,1,1,0,3.9,1.1,18500
Attibele,2,735,Semi-Furnished,0,3,15,Family,0,0,1,0,1,0,1,8.1,2.0,11000
Indiranagar,2,1122,Unfurnished,5,20,6,Any,1,0,1,1,1,0,0,1.1,4.1,45500
JP Nagar,1,550,Semi-Furnished,9,10,3,Family,1,0,1,1,0,0,0,2.8,5.4,21000
Electronic City,2,847,Fully Furnished,14,15,6,Any,0,0,0,1,0,0,0,5.7,0.3,19000
Jayanagar,1,499,Semi-Furnished,2,3,6,Family,0,0,1,1,1,0,0,1.2,5.1,25500
Marathahalli,2,969,Semi-Furnished,8,10,6,Bachelor,1,0,1,0,1,1,1,3.4,2.0,27000
Bellandur,1,514,Fully Furnished,2,15,6,Family,1,0,0,0,1,1,1,3.7,0.9,16000
Whitefield,1,656,Fully Furnished,5,10,3,Family,0,1,0,1,0,0,0,4.8,0.7,22500
Jayanagar,2,977,Semi-Furnished,0,3,6,Family,1,0,1,1,1,0,0,1.6,4.6,42000
BTM Layout,1,400,Unfurnished,3,5,1,Family,1,0,1,0,1,1,0,2.4,3.1,20000
Mahadevapura,3,1203,Fully Furnished,1,10,6,Family,1,0,0,0,0,1,0,2.8,1.8,34000
Marathahalli,1,540,Semi-Furnished,2,3,6,Bachelor,0,0,1,0,1,0,0,3.5,0.8,16500
Koramangala,2,1000,Unfurnished,7,10,10,Bachelor,0,0,1,1,1,1,0,1.0,1.4,45000
Mahadevapura,1,462,Unfurnished,6,7,10,Any,0,0,1,1,1,0,0,3.1,2.1,14000
Koramangala,2,1096,Fully Furnished,6,15,6,Any,0,0,1,1,1,1,1,1.5,2.3,53000
Bellandur,3,1285,Unfurnished,3,10,6,Bachelor,0,1,1,1,1,1,0,3.9,1.2,34500
Jayanagar,1,565,Fully Furnished,2,5,1,Bachelor,0,1,1,1,0,0,0,1.3,4.9,30500
Begur,3,1314,Unfurnished,0,7,6,Bachelor,1,1,1,0,0,0,0,5.4,4.2,16500
BTM Layout,1,530,Fully Furnished,0,3,3,Bachelor,1,0,0,0,1,1,0,2.3,2.5,21500
BTM Layout,2,950,Semi-Furnished,2,5,10,Any,0,0,0,1,1,1,0,2.2,2.7,24500
Sadashivanagar,2,1099,Semi-Furnished,5,5,3,Family,1,1,1,1,0,1,1,3.8,6.4,76500
HSR Layout,3,1405,Fully Furnished,14,15,3,Family,1,0,0,1,1,0,0,2.4,1.5,62500
Hennur,2,960,Semi-Furnished,7,10,3,Any,0,0,1,0,0,1,0,4.7,5.7,16500
Attibele,2,894,Semi-Furnished,2,3,6,Family,0,0,0,0,1,1,0,7.8,2.1,10000
BTM Layout,1,526,Unfurnished,5,5,6,Any,1,0,1,0,1,1,0,2.7,2.1,14500
Banashankari,1,574,Unfurnished,0,3,15,Any,1,0,0,1,1,0,1,4.0,6.9,12000
Bellandur,3,1620,Unfurnished,1,7,20,Family,0,1,0,1,0,0,0,3.3,1.0,27000
Hennur,2,977,Semi-Furnished,1,3,3,Family,1,0,1,1,0,1,0,4.1,7.6,22500
Whitefield,2,1003,Unfurnished,2,7,15,Bachelor,1,0,0,0,1,1,0,4.2,0.7,24500
JP Nagar,3,1245,Unfurnished,4,7,6,Bachelor,0,1,1,0,1,0,0,2.7,6.2,36000
JP Nagar,2,1252,Semi-Furnished,4,10,10,Family,0,0,0,0,0,1,0,3.3,5.4,22000
Sarjapur Road,3,1034,Semi-Furnished,2,3,1,Any,0,1,0,0,1,1,0,4.0,0.7,34500
Koramangala,2,863,Fully Furnished,4,10,20,Bachelor,0,1,1,0,1,1,0,0.9,2.1,45000
Whitefield,2,1039,Unfurnished,14,15,10,Family,1,1,1,0,0,1,0,4.0,0.2,31000
BTM Layout,3,879,Unfurnished,7,7,20,Family,0,0,1,1,0,1,0,2.4,2.3,33000
Mahadevapura,1,595,Fully Furnished,1,15,6,Any,0,1,1,1,0,0,0,3.4,1.2,20500
Indiranagar,2,802,Unfurnished,7,10,15,Family,1,0,0,1,1,0,0,0.7,3.1,42500
Whitefield,2,1091,Fully Furnished,2,10,10,Any,0,0,0,1,1,0,1,4.8,1.0,28000
Yelahanka,1,535,Fully Furnished,2,7,1,Bachelor,0,0,1,0,0,1,0,3.8,8.0,18500
Whitefield,2,1062,Fully Furnished,11,15,20,Bachelor,1,1,0,0,1,1,0,4.7,0.9,29500
Koramangala,3,1158,Unfurnished,6,10,3,Any,1,1,1,1,0,0,1,1.2,2.7,69000
Whitefield,2,848,Fully Furnished,5,15,6,Any,1,1,1,1,1,0,0,4.8,0.6,39000
Marathahalli,2,1046,Fully Furnished,0,3,1,Family,1,0,1,1,0,0,0,3.4,0.8,30000
Marathahalli,3,1763,Semi-Furnished,0,5,1,Family,0,0,0,1,0,1,1,3.7,1.5,29000
Whitefield,2,865,Semi-Furnished,0,10,1,Any,0,0,0,0,0,0,0,4.5,0.2,28000
Sarjapur Road,2,727,Unfurnished,0,5,6,Bachelor,0,0,1,1,1,1,0,4.2,1.1,24500
Electronic City,2,836,Unfurnished,0,20,3,Family,1,0,1,1,0,0,1,4.9,0.2,18500
HSR Layout,3,1072,Semi-Furnished,2,20,10,Any,1,0,0,0,1,0,0,2.5,1.7,51500
Electronic City,2,768,Semi-Furnished,1,5,3,Family,0,0,1,1,0,0,0,5.9,0.6,19000
Yelahanka,3,1094,Semi-Furnished,2,3,15,Family,1,1,1,1,0,0,0,4.3,7.4,25500
Indiranagar,3,1508,Semi-Furnished,1,3,15,Family,0,0,0,0,1,0,1,0.3,3.4,60500
Koramangala,2,1045,Semi-Furnished,0,5,15,Bachelor,0,0,1,0,1,0,0,1.1,1.5,44000
BTM Layout,2,923,Semi-Furnished,0,5,6,Any,0,1,1,0,1,1,0,2.1,3.4,29500
Mahadevapura,3,1585,Fully Furnished,1,5,15,Family,0,0,0,0,0,0,0,3.8,1.2,32500
Sarjapur Road,2,918,Unfurnished,0,3,6,Family,0,0,0,1,0,0,0,3.9,1.4,22500
Mahadevapura,3,1533,Semi-Furnished,15,15,15,Family,0,1,0,1,0,0,0,3.4,2.1,32000
Marathahalli,3,1115,Unfurnished,0,10,10,Any,0,0,0,0,0,1,0,2.9,0.3,33000
Banashankari,2,1109,Semi-Furnished,4,5,20,Family,0,0,0,1,0,0,0,3.5,5.9,18500
Sadashivanagar,2,899,Fully Furnished,6,7,15,Any,0,0,1,1,0,1,0,3.3,5.7,62500
BTM Layout,3,1173,Fully Furnished,2,5,3,Family,0,0,1,1,0,1,0,1.9,2.3,45500
Banashankari,3,1732,Unfurnished,1,5,15,Any,1,0,0,1,0,1,1,3.7,6.1,29500
Indiranagar,2,1001,Fully Furnished,3,5,6,Family,1,1,1,1,1,1,0,0.7,3.4,61500
Vasanth Nagar,1,610,Unfurnished,4,15,15,Any,1,0,1,1,1,1,1,1.1,3.8,33000
Whitefield,2,1022,Semi-Furnished,3,3,10,Family,0,0,0,1,1,1,0,4.5,0.2,28000
Bellandur,2,1025,Unfurnished,0,7,20,Family,0,1,1,1,1,1,0,3.3,0.6,21500
Attibele,2,1160,Fully Furnished,0,3,6,Any,1,0,0,0,0,1,0,7.9,2.8,16000
Bannerghatta Rd,2,879,Semi-Furnished,1,3,15,Any,0,0,1,0,1,0,0,4.0,5.1,17500
Whitefield,2,844,Semi-Furnished,4,5,20,Bachelor,0,0,1,1,0,1,0,4.2,1.4,28000
JP Nagar,2,809,Fully Furnished,2,5,3,Any,0,0,0,1,0,0,0,3.2,5.6,28500
Whitefield,1,650,Unfurnished,3,3,6,Bachelor,0,0,1,1,1,1,1,4.4,0.4,18500
Mahadevapura,2,949,Unfurnished,7,15,20,Any,1,0,1,0,1,0,0,3.4,1.5,18000
Indiranagar,2,942,Fully Furnished,0,5,10,Family,1,0,1,1,1,1,0,0.7,3.2,64500
JP Nagar,1,515,Semi-Furnished,1,7,1,Bachelor,0,0,1,0,1,0,0,2.6,4.9,15500
Electronic City,2,897,Unfurnished,0,10,10,Bachelor,1,0,1,1,1,1,0,5.5,0.2,16500
JP Nagar,2,952,Semi-Furnished,3,5,6,Family,1,1,0,0,1,0,1,3.1,5.6,24000
Whitefield,2,1014,Semi-Furnished,1,5,1,Any,0,0,1,1,0,1,0,4.4,1.0,31500
Whitefield,1,595,Unfurnished,4,7,1,Family,0,0,1,1,1,1,0,4.5,0.9,18500
Jayanagar,3,1645,Unfurnished,1,15,10,Family,1,1,0,1,1,1,1,1.5,5.0,44500
BTM Layout,2,1065,Unfurnished,0,3,15,Bachelor,0,0,0,1,1,1,1,2.1,3.3,22500
BTM Layout,3,1229,Semi-Furnished,2,10,3,Any,0,0,0,1,1,0,0,2.0,2.0,35000
Koramangala,2,823,Fully Furnished,6,7,15,Family,0,1,1,0,1,0,0,1.1,1.9,50000
Koramangala,2,1016,Fully Furnished,2,7,10,Family,1,0,1,1,0,0,0,1.4,2.8,48500
Electronic City,3,1228,Semi-Furnished,14,15,3,Any,0,0,0,0,1,0,0,6.1,0.2,23000
HSR Layout,2,1109,Unfurnished,6,7,20,Family,0,0,1,1,1,1,0,2.7,2.4,26000
Marathahalli,2,830,Fully Furnished,2,5,20,Any,0,0,0,1,1,0,0,2.8,0.3,26500
HSR Layout,2,942,Semi-Furnished,0,7,6,Any,1,1,0,0,1,0,0,2.6,1.3,37000
Bannerghatta Rd,2,893,Unfurnished,5,10,6,Bachelor,0,0,0,1,0,0,0,3.9,3.7,15000
HSR Layout,1,511,Fully Furnished,5,5,15,Any,0,1,0,1,1,1,0,2.3,2.0,22500
JP Nagar,1,692,Fully Furnished,10,10,1,Any,0,1,1,0,1,1,0,3.2,5.7,24000
Hennur,1,557,Fully Furnished,1,10,3,Bachelor,0,0,1,0,0,1,0,4.5,6.7,12500
Electronic City,1,758,Fully Furnished,4,15,3,Bachelor,0,0,1,0,0,0,0,6.0,0.3,12000
Jayanagar,3,1434,Unfurnished,3,3,3,Any,0,0,1,1,0,1,0,1.7,5.5,45500
Electronic City,1,599,Unfurnished,5,5,3,Bachelor,0,0,0,1,1,0,0,5.2,0.3,11000
Banashankari,2,1017,Semi-Furnished,1,5,10,Any,1,1,0,0,0,1,0,3.4,6.6,24000
Yelahanka,3,1296,Unfurnished,0,3,20,Family,0,0,0,0,0,0,0,4.1,8.0,22500
Indiranagar,2,789,Semi-Furnished,7,15,10,Family,0,0,0,1,0,0,0,1.1,3.6,55000
Indiranagar,1,498,Fully Furnished,6,7,20,Family,1,0,1,1,1,1,1,0.7,3.4,35500
Bellandur,2,869,Fully Furnished,6,7,1,Family,1,1,0,1,0,0,0,3.8,1.0,34500
Yelahanka,2,818,Semi-Furnished,7,15,3,Family,0,0,1,1,1,1,0,3.8,7.7,25500
Banashankari,2,900,Fully Furnished,4,5,10,Any,0,1,0,1,0,0,1,3.3,6.1,21500
Bellandur,3,1227,Fully Furnished,0,7,10,Any,0,0,1,0,1,0,0,3.4,0.7,35000
Mahadevapura,3,1530,Semi-Furnished,0,7,1,Any,0,0,1,1,1,0,1,3.0,1.8,28500
Sadashivanagar,2,982,Unfurnished,0,3,6,Bachelor,1,1,1,1,1,0,0,3.6,5.2,51500
Whitefield,2,757,Unfurnished,1,5,3,Any,1,0,1,1,1,1,0,4.3,0.2,28000
Indiranagar,2,1130,Semi-Furnished,2,5,10,Bachelor,0,0,0,1,1,0,0,0.9,3.4,52500
Bellandur,1,602,Unfurnished,5,7,6,Any,0,0,1,0,1,0,0,3.2,1.2,14000
Sarjapur Road,3,1218,Unfurnished,0,5,1,Family,0,0,1,1,0,1,0,4.7,1.2,31000
Begur,1,686,Unfurnished,0,5,3,Any,0,0,0,1,0,0,0,4.6,4.0,9500
Koramangala,2,1062,Semi-Furnished,7,7,10,Any,1,0,0,1,1,0,0,1.5,2.4,55500
Koramangala,3,1461,Fully Furnished,1,10,15,Family,0,0,1,1,1,1,1,1.1,2.3,79000
HSR Layout,2,916,Unfurnished,2,5,10,Bachelor,0,0,1,1,0,1,0,2.6,1.4,26500
HSR Layout,2,1075,Fully Furnished,1,5,15,Bachelor,0,0,0,1,1,1,0,2.7,1.8,41500
HSR Layout,2,819,Semi-Furnished,7,10,3,Family,0,1,0,0,0,0,0,2.5,2.4,39500
Bannerghatta Rd,3,1638,Unfurnished,7,10,6,Bachelor,0,0,0,0,1,0,0,4.2,4.5,19500
HSR Layout,2,891,Fully Furnished,9,10,20,Family,1,0,1,1,1,0,0,2.2,1.9,39500
HSR Layout,3,1579,Semi-Furnished,3,5,3,Family,1,0,1,0,1,1,1,2.4,1.0,52500
Bellandur,1,438,Semi-Furnished,1,5,1,Any,1,0,0,0,0,1,1,3.9,1.7,17500
Banashankari,3,1262,Fully Furnished,7,7,3,Bachelor,0,0,1,1,0,1,0,3.5,5.6,29000
Mahadevapura,3,1244,Unfurnished,5,5,3,Any,0,1,0,0,0,1,0,3.5,1.4,31000
Koramangala,1,575,Semi-Furnished,7,7,6,Any,1,1,1,1,0,1,0,0.9,2.4,34000
Yelahanka,2,897,Unfurnished,4,7,15,Family,0,0,1,0,1,1,1,4.4,7.9,18500
Koramangala,1,527,Fully Furnished,1,3,6,Bachelor,1,1,1,0,1,0,0,0.9,1.9,33500
Koramangala,2,970,Semi-Furnished,1,10,3,Any,0,0,1,1,1,1,0,1.1,3.6,46000
Bannerghatta Rd,2,894,Semi-Furnished,6,7,15,Any,1,0,0,0,1,0,0,3.9,3.6,20000
Indiranagar,2,942,Unfurnished,1,7,6,Family,0,0,0,1,1,1,0,0.9,3.0,43500
Marathahalli,1,463,Semi-Furnished,6,10,6,Any,1,0,0,1,0,0,0,3.7,0.2,22500
JP Nagar,1,599,Fully Furnished,4,5,15,Any,1,1,0,0,1,1,0,2.8,5.8,20000
BTM Layout,1,452,Semi-Furnished,5,5,3,Any,0,0,1,1,0,0,0,2.6,2.3,20500
Hennur,2,1017,Semi-Furnished,2,5,6,Any,0,0,0,1,0,0,0,5.2,6.9,15500
Koramangala,2,1083,Semi-Furnished,6,10,20,Family,0,1,1,1,1,0,0,1.0,2.8,37000
Sarjapur Road,3,1466,Fully Furnished,2,5,20,Any,1,0,0,0,1,1,0,3.9,2.3,38500
Begur,2,913,Semi-Furnished,9,15,15,Any,0,0,1,0,0,0,0,5.0,3.2,10500
Marathahalli,2,756,Fully Furnished,4,5,10,Family,1,0,1,1,1,0,0,3.0,1.6,32000
Bannerghatta Rd,3,1204,Fully Furnished,4,5,6,Any,0,0,0,0,0,0,0,4.4,5.0,25500
Koramangala,2,890,Semi-Furnished,14,20,6,Bachelor,0,0,1,1,1,1,0,1.2,1.5,42500
JP Nagar,3,1208,Unfurnished,3,7,10,Bachelor,0,0,0,1,1,1,1,2.9,5.6,33500
HSR Layout,2,774,Semi-Furnished,0,5,10,Bachelor,1,0,0,1,0,0,0,2.0,1.8,24000
Bellandur,2,932,Fully Furnished,7,7,1,Family,0,1,0,1,1,0,0,3.8,1.2,35000
Attibele,1,629,Unfurnished,1,5,3,Bachelor,1,1,1,0,0,0,0,8.0,2.2,10000
HSR Layout,2,1051,Semi-Furnished,3,7,1,Any,1,0,1,0,0,1,1,1.9,2.6,28000
Sarjapur Road,1,620,Fully Furnished,16,20,3,Family,1,0,0,1,0,1,1,4.4,1.4,21500
Jayanagar,2,907,Semi-Furnished,16,20,6,Family,1,1,1,0,1,0,0,1.8,5.2,36500
Marathahalli,2,899,Semi-Furnished,0,7,3,Family,1,0,0,1,1,0,1,3.1,1.4,26500
Banashankari,2,1251,Unfurnished,10,10,6,Bachelor,0,0,0,1,1,0,0,3.2,6.6,15500
Begur,2,668,Unfurnished,14,20,3,Any,1,0,0,0,0,0,1,4.9,3.1,11500
Whitefield,1,542,Fully Furnished,1,5,6,Any,0,0,1,0,1,0,0,4.6,1.0,24000
BTM Layout,2,1079,Unfurnished,0,5,6,Any,1,0,1,1,1,0,0,1.9,1.8,24000
Indiranagar,2,882,Unfurnished,3,3,20,Bachelor,0,0,0,1,1,0,0,1.1,3.2,47500
Sadashivanagar,3,1424,Fully Furnished,2,7,10,Family,0,1,1,1,0,0,1,2.7,5.8,104000
Vasanth Nagar,2,732,Semi-Furnished,0,3,6,Any,1,0,1,1,1,0,1,0.8,3.2,57500
HSR Layout,3,1436,Fully Furnished,9,10,1,Any,0,1,1,1,1,1,0,2.7,2.4,70000
Electronic City,3,1716,Fully Furnished,7,15,3,Bachelor,0,0,0,0,0,0,0,5.2,0.2,30000
Marathahalli,2,973,Unfurnished,4,5,6,Any,0,0,0,1,1,1,0,3.6,1.2,22500
Marathahalli,1,654,Unfurnished,0,5,3,Any,1,0,0,0,1,0,1,3.2,1.0,14000
Indiranagar,2,1235,Fully Furnished,1,3,6,Any,0,0,1,1,1,1,1,1.0,2.0,58500
Hennur,2,834,Semi-Furnished,1,3,6,Family,0,0,0,0,0,0,0,4.5,6.4,12500
Bellandur,2,1068,Unfurnished,3,15,15,Any,0,0,1,0,0,0,0,4.2,0.7,17500
Koramangala,2,1236,Fully Furnished,4,7,3,Family,1,0,1,0,1,1,1,1.0,2.4,64500
Sarjapur Road,2,1134,Unfurnished,0,5,10,Family,0,0,0,1,0,0,0,3.9,1.3,22500
Marathahalli,2,914,Fully Furnished,1,5,15,Bachelor,0,0,1,1,1,1,1,3.6,1.0,22500
Indiranagar,2,999,Unfurnished,2,3,10,Family,1,0,1,1,1,0,0,0.5,3.3,41500
Banashankari,1,624,Unfurnished,2,3,10,Family,1,1,0,1,1,0,1,3.1,5.4,16500
Yelahanka,3,1974,Unfurnished,2,15,10,Family,0,0,0,1,1,0,0,4.3,6.9,17500
Sadashivanagar,1,527,Fully Furnished,5,10,6,Any,1,0,1,1,1,1,1,3.3,5.9,43000
Bannerghatta Rd,1,488,Semi-Furnished,1,3,1,Any,0,0,0,0,0,0,0,3.8,4.8,14000
Electronic City,2,1053,Fully Furnished,7,10,10,Any,1,1,0,0,1,1,0,5.7,1.1,25500
Sarjapur Road,2,1053,Semi-Furnished,10,20,3,Family,1,1,0,1,0,0,0,4.2,1.7,26000
Banashankari,2,903,Semi-Furnished,5,5,15,Bachelor,1,0,0,0,1,1,0,3.3,5.1,20000
JP Nagar,2,962,Unfurnished,0,3,6,Any,0,0,1,1,1,1,0,2.7,5.3,20000
